SSHOOK-PC,"7z.exe",11/18/2010 8:08 PM,"Copyright (c) 1999-2010 Igor Pavlov","Igor Pavlov","7-Zip Console","9.20.0.0","C:\Program Files\7-Zip","7-Zip","9.20"
SSHOOK-PC,"7zFM.exe",11/18/2010 8:10 PM,"Copyright (c) 1999-2010 Igor Pavlov","Igor Pavlov","7-Zip File Manager","9.20.0.0","C:\Program Files\7-Zip","7-Zip","9.20"
SSHOOK-PC,"7zG.exe",11/18/2010 8:11 PM,"Copyright (c) 1999-2010 Igor Pavlov","Igor Pavlov","7-Zip GUI","9.20.0.0","C:\Program Files\7-Zip","7-Zip","9.20"
SSHOOK-PC,"iFrmewrk.exe",1/17/2014 3:36 PM,"Copyright (c) Intel Corporation 1999-2013","Intel(R) Corporation","Intel(R) PROSet/Wireless Framework","17.0.0.0","C:\Program Files\Common Files\Intel\WirelessCommon","Intel(R) PROSet/Wireless","17, 0, 0, 0"
SSHOOK-PC,"imFrmwrk.exe",1/17/2014 3:36 PM,"Copyright (c) Intel Corporation 2007-2011","Intel(R) Corporation","Intel(R) PROSet/Wireless Framework Launcher","17.0.0.0","C:\Program Files\Common Files\Intel\WirelessCommon","Intel(R) PROSet/Wireless","17, 0, 0, 0"
SSHOOK-PC,"RegSrvc.exe",1/17/2014 3:36 PM,"Copyright (c) Intel Corporation 1999-2013","Intel(R) Corporation","Intel(R) PROSet/Wireless Registry Service","17.0.0.0","C:\Program Files\Common Files\Intel\WirelessCommon","Intel(R) PROSet/Wireless","17, 0, 0, 0"
SSHOOK-PC,"bscmake.exe",1/21/2015 1:02 PM,"© Microsoft Corporation.  All rights reserved.","Microsoft Corporation","Microsoft® Browse Information Maintenance Utility","9.0.21022.8","C:\Program Files\Common Files\Microsoft\Visual C++ for Python\9.0\VC\bin","Microsoft® Visual Studio® 2008","9.00.21022.08"
SSHOOK-PC,"cl.exe",1/21/2015 1:02 PM,"© Microsoft Corporation.  All rights reserved.","Microsoft Corporation","Microsoft® C/C++ Compiler Driver","15.0.30729.1","C:\Program Files\Common Files\Microsoft\Visual C++ for Python\9.0\VC\bin","Microsoft® Visual Studio® 2008","9.00.30729.01"
SSHOOK-PC,"cvtres.exe",1/21/2015 1:02 PM,"© Microsoft Corporation.  All rights reserved.","Microsoft Corporation","Microsoft® Resource File To COFF Object Conversion Utility","9.0.30729.1","C:\Program Files\Common Files\Microsoft\Visual C++ for Python\9.0\VC\bin","Microsoft® Visual Studio® 2008","9.00.30729.01"
SSHOOK-PC,"dumpbin.exe",1/21/2015 1:02 PM,"© Microsoft Corporation.  All rights reserved.","Microsoft Corporation","Microsoft® Linker Stub","9.0.30729.1","C:\Program Files\Common Files\Microsoft\Visual C++ for Python\9.0\VC\bin","Microsoft® Visual Studio® 2008","9.00.30729.01"
SSHOOK-PC,"editbin.exe",1/21/2015 1:02 PM,"© Microsoft Corporation.  All rights reserved.","Microsoft Corporation","Microsoft® Linker Stub","9.0.30729.1","C:\Program Files\Common Files\Microsoft\Visual C++ for Python\9.0\VC\bin","Microsoft® Visual Studio® 2008","9.00.30729.01"
SSHOOK-PC,"lib.exe",1/21/2015 1:02 PM,"© Microsoft Corporation.  All rights reserved.","Microsoft Corporation","Microsoft® Linker Stub","9.0.30729.1","C:\Program Files\Common Files\Microsoft\Visual C++ for Python\9.0\VC\bin","Microsoft® Visual Studio® 2008","9.00.30729.01"
SSHOOK-PC,"link.exe",1/21/2015 1:02 PM,"© Microsoft Corporation.  All rights reserved.","Microsoft Corporation","Microsoft® Incremental Linker","9.0.30729.1","C:\Program Files\Common Files\Microsoft\Visual C++ for Python\9.0\VC\bin","Microsoft® Visual Studio® 2008","9.00.30729.01"
SSHOOK-PC,"ml.exe",1/21/2015 1:02 PM,"© Microsoft Corporation.  All rights reserved.","Microsoft Corporation","Microsoft® Macro Assembler","9.0.30729.1","C:\Program Files\Common Files\Microsoft\Visual C++ for Python\9.0\VC\bin","Microsoft® Visual Studio® 2008","9.00.30729.01"
SSHOOK-PC,"mspdbsrv.exe",1/21/2015 1:02 PM,"© Microsoft Corporation.  All rights reserved.","Microsoft Corporation","Microsoft® Program Database","9.0.30729.1","C:\Program Files\Common Files\Microsoft\Visual C++ for Python\9.0\VC\bin","Microsoft® Visual Studio® 2008","9.00.30729.01"
SSHOOK-PC,"nmake.exe",1/21/2015 1:02 PM,"© Microsoft Corporation.  All rights reserved.","Microsoft Corporation","Microsoft® Program Maintenance Utility","9.0.30729.1","C:\Program Files\Common Files\Microsoft\Visual C++ for Python\9.0\VC\bin","Microsoft® Visual Studio® 2008","9.00.30729.01"
SSHOOK-PC,"pgocvt.exe",1/21/2015 1:02 PM,"© Microsoft Corporation.  All rights reserved.","Microsoft Corporation","Microsoft® Profile Guided Optimization Database to Object Converter","9.0.21022.8","C:\Program Files\Common Files\Microsoft\Visual C++ for Python\9.0\VC\bin","Microsoft® Visual Studio® 2008","9.00.21022.08"
SSHOOK-PC,"pgomgr.exe",1/21/2015 1:02 PM,"© Microsoft Corporation.  All rights reserved.","Microsoft Corporation","Microsoft® Profile Guided Optimization Merge Utility","9.0.21022.8","C:\Program Files\Common Files\Microsoft\Visual C++ for Python\9.0\VC\bin","Microsoft® Visual Studio® 2008","9.00.21022.08"
